content	title	publish_date	url	news_id	label
"WASHINGTON (Reuters) - A drug approved to treat a range of conditions may also work to prevent lung cancer in people who have given up smoking, U.S. researchers reported on Tuesday.

The drug, called iloprost, is approved in inhaled forms to treat pulmonary hypertension, when blood pools near the lungs, a connective tissue disease called scleroderma and a nerve condition called Raynaud’s phenomenon.

Dr. Robert Keith of the Denver Veterans Affairs Medical Center and colleagues tested an oral version to see if it might prevent lung cancer in smokers and former smokers.

“Oral iloprost showed promise for preventing lung cancer in former, but not current, smokers in a phase II clinical trial,” they wrote in a summary presented to a meeting of the American Thoracic Society in New Orleans.

Iloprost is a version of prostacyclin, a drug in the prostaglandin class that prevents lung cancer in mice.

Keith, who has been testing several drugs to prevent lung cancer, looked at biopsies taken from the lungs of 125 current and former smokers.

They treated half with placebo and half with iloprost, and then performed bronchoscopy examinations to assess precancerous changes in the lungs.

Six months later, “former smokers showed significant improvements on all measures, indicating that treatment with iloprost may reduce the risk of developing lung cancer among former smokers,” the researchers said.

“Interestingly, current smokers did not show any significant improvements,” they added.

“Oral iloprost significantly improves endobronchial dysplasia in former smokers and deserves further study to determine if it can prevent the development of lung cancer.”

ITALIAN RESEARCH

Swiss drug maker Actelion markets inhaled iloprost under the brand name Ventavis.

It is also sold in an intravenous form under the trade name Ilomedin by Schering, acquired by Merck.

In April, researchers said a natural supplement derived from food, called myo-inositol, seems to stop the precancerous changes that lead to lung cancer.

Cigarette smoke causes 90 percent of all cases of lung cancer, which kills 1.2 million people a year globally. But only about 10 percent of smokers ever develop lung cancer, although they often die of other causes like heart disease, stroke or emphysema.

Separately, Italian researchers reported that advanced lung cancer patients given the targeted therapy drug Tarceva as so-called maintenance treatment — after they finished a course of standard chemotherapy — lived a little bit longer.

Federico Cappuzzo from Ospedale Civile di Livorno in Italy and colleagues did a phase 3 trial in 889 patients who had already had chemotherapy and whose tumors had not come back.

They received either Tarceva, a drug sold by Roche and OSI Pharmaceuticals and known generically as erlotinib, or a placebo until they got worse or died.

The patients who got Tarceva lived a little longer without their tumors growing — 12 weeks versus 11 weeks on average and they lived a month longer on average — 12 months versus 11 months.

This was seen even among patients who did not have the EGFR genetic mutation that Tarceva targets, they reported in Lancet Oncology.

Fewer than half of all lung cancer patients who do well after a first course of chemotherapy get more treatment, but the Italian group said their study shows this is worth doing."	Drug may prevent lung cancer, study finds	2010-05-19 00:00:00	http://www.Reuters.com/article/idUSTRE64H5MR20100518	http://www.Reuters.com/article/idUSTRE64H5MR20100518	
"CHICAGO (Reuters) - An experimental cancer drug showed early promise at helping patients with advanced melanoma that had spread to the brain, according to a summary of data from a mid-stage study.

Bristol-Myers Squibb’s closely watched biotechnology drug ipilimumab, which enlists the help of the immune system to attack tumors, was found generally safe and showed signs that it was working on tumors in the brain, which are especially difficult to treat.

The study is the first to test ipilimumab in patients whose skin cancer had spread to the brain, and the findings, released in an abstract or brief summary, support its potential use in these patients, the researchers said.

The abstract was one of thousands of studies released on Thursday ahead of presentation at the American Society of Clinical Oncology (ASCO) next month in Chicago.

Ipilimumab is a monoclonal antibody, an engineered human immune system protein that boosts the body’s immune response by interfering with another immune compound called CTLA-4, which acts as a sort of brake on immune system cells.

By temporarily removing this brake, the hope is to unleash the immune system to find and destroy the cancer.

Results of a late-stage study of the drug in melanoma patients will be detailed in a “late-breaker” session at ASCO’s annual meeting in June.

In the phase 2 trial, researchers said four out of 51 patients with at least one brain lesion had a partial response to the drug, and in 5 out of 51 patients, both brain and other tumors in the body stabilized after 12 weeks of treatment.

The responses lasted from three to 12 months, and patients had no serious toxic side effects. Data from a second arm of the study is still being evaluated.

A separate study of the drug also showed signs it could work in people who first appeared not to respond to the drug.

Researchers reintroduced the drug to 32 patients who were initially treated as part of a study of 634 patients.

Eight of the 32 got ipilimumab alone, 23 got ipilimumab plus a vaccine called gp100, and one got the vaccine alone. All of the treatments appeared safe.

The team found that in patients whose cancer initially progressed while on ipilimumab, whose who were reintroduced to the drug had a disease control rate of 65 to 75 percent, compared to zero in the patient who got the vaccine only.

“These findings may have implications for the use of ipilimumab therapy in the long-term management of advanced melanoma,” the researchers reported in the abstract.

Melanoma accounts for about 3 percent of skin cancer cases but causes most skin cancer deaths, and doctors have few effective treatments to offer once the disease has spread.

According to the American Cancer Society, melanoma accounted for more than 68,000 cases of skin cancer in 2009, and 8,650 deaths."	Drug may work in melanoma tumors in brain	2010-05-21 00:00:00	http://www.Reuters.com/article/idUSTRE64K64D20100521	http://www.Reuters.com/article/idUSTRE64K64D20100521	
"En Español

TUESDAY, May 25, 2010 (HealthDay News) --Giving certain breast cancer patients estrogen-lowering drugs before surgery enhances their chances of being able to choose a breast-conserving lumpectomy instead of a full mastectomy, new research suggests.

The observation was based on a national study launched at 118 hospitals across the United States. It focused on postmenopausal women who had been diagnosed with estrogen receptor-positive (ER+) breast cancer that was either at stage II or stage III -- that is, tumors that were around an inch or greater in size and might have spread to the lymph nodes under the arm.

The most common form of breast cancer, ER+ accounts for about three-quarters of all breast cancer cases in the United States, the authors noted.

The 352 women who participated were monitored for tumor growth before and after being placed on a 16-week regimen of aromatase inhibitors -- estrogen-lowering agents -- before any surgery. Estrogen stimulates the growth of ER+ tumors.

The women were classified into three groups as the study began: ""marginal"", meaning that the women were eligible for a lumpectomy to conserve the breast, but that it would be disfiguring or require several operations; ""mastectomy-only"", meaning a lumpectomy was not considered possible; and ""inoperable"", meaning that doctors believed that even a mastectomy would not completely remove the cancer.

After the four months of estrogen-lowering therapy, the research team found that 82 percent of those women in the marginal group were, in fact, able to undergo successful breast-conservation surgery.

More than half of those women who had been categorized as mastectomy-only patients were also able to go the lumpectomy route and experience a good outcome. And 75 percent of those thought to be inoperable altogether were able to have breast-conservation surgery.

The investigation was funded by the American College of Surgeons Oncology Group and led by Dr. Julie A. Margenthaler, an assistant professor of surgery and a breast surgeon at the Siteman Cancer Center at Washington University in St. Louis.

""Aromatase inhibitor therapy shrank the tumors in many of these women and improved surgical outcomes,"" study chair Dr. Matthey J. Ellis, a breast cancer specialist at Washington University and Barnes-Jewish Hospital, said in a news release. ""These results will encourage a change in practice across the country so that more women can benefit from the currently underutilized approach of administering estrogen-lowering agents before surgery.""

The findings are scheduled to be presented June 7 at the American Society of Clinical Oncology annual meeting, in Chicago.

More information

For more on surgical options for breast cancer, visit the U.S. National Cancer Institute."	Breast Cancer Study Offers New Hope	2010-05-25 00:00:00	http://Healthday.com/Article.asp?AID=639392	http://Healthday.com/Article.asp?AID=639392	
"THURSDAY, May 27, 2010 (HealthDay News) -- A new approach to treating irregular heartbeats appears to have demonstrated success in halting abnormal electrical pulses in both patients and pigs, new research indicates.

In essence, the new intervention -- known as ""visually guided laser-balloon catheter"" -- enables doctors to much more accurately target the so-called ""misfiring cells"" that emit the irregular electrical impulses that can cause an erratic heartbeat.

In fact, with this new approach, the study team found that physicians could destroy such cells with 100 percent accuracy. This, they said, is due to the procedure's use of a slender medical device called an endoscope, which when inserted into the target region provides a continuous real-time image of the culprit cells.

The traditional means for getting at misfiring cells relies on pre-intervention X-rays for a much less precise snapshot form of visual guidance.

The findings are reported by study author Dr. Vivek Y. Reddy, a senior faculty member in medicine and cardiology at the Mount Sinai Medical Center in New York City, and colleagues in the May 26 online edition of Circulation: Arrhythmia and Electrophysiology.

About 2.2 million Americans currently live with an irregular heartbeat condition, known as atrial fibrillation. Among individuals over the age of 65, it is the most common ""serious"" form of heart rhythm irregularities, according to background information in a news release from the American Heart Association.

Atrial fibrillation accounts for between 15 percent and 20 percent of all ischemic strokes, with stroke risk rising fivefold among patients with the condition as compared to healthy men and women, the release noted.

The current study focused on 27 patients (66 percent men), all of whom were diagnosed with a form of atrial fibrillation. All had already undergone at least one failed drug regimen.

Reddy's team used the new procedure to successfully blast all the targeted misfiring cells in each patient's pulmonary veins, which transport blood from the lungs to the heart.

The investigators found that after just one laser treatment, misfiring ceased in 84 percent of the treated veins, and 90 percent remained inactive three months after treatment.

The researchers achieved similar results in work with pigs, whose heart closely resembles the structure of the human heart.

More information

For more on irregular heartbeats, visit the U.S. National Library of Medicine."	Laser Used to Blast Away Cells Causing Irregular Heartbeat	2010-05-27 00:00:00	http://Healthday.com/Article.asp?AID=639486	http://Healthday.com/Article.asp?AID=639486	
"PARIS (Reuters) - Sanofi-Aventis’ cabazitaxel candidate prostate cancer drug combined with prednisone reduced the risk of death by 28 percent compared with another treatment, the outcome of a final-stage trial showed.

The French drugmaker said on Thursday that the combination of the treatments led to an improved median overall survival of 15.1 months against 12.7 months in patients who took a chemotherapy of mitoxantrone with prednisone/prednisolone.

The primary endpoint of the so-called Tropic trial was overall survival.

Cabazitaxel won priority review from the U.S. Food and Drug Administration (FDA), meaning the health regulator will take about six months instead of the usual 10 months to assess if a drug is efficient and safe to be marketed.

The FDA’s review should happen in the third quarter, Sanofi said.

Filing for approval in the EU has been completed.

Some 4.9 percent of patients using cabazitaxel died from side-effects. Sanofi said this was mainly due to neutropenia, a blood disorder people can get from chemotherapy treatment, and its complications.

This compared with 1.9 percent using mitoxantrone.

“The development of cabazitaxel is one of many investigational compounds we hope to present to the cancer community in the months and years to come,” Debasish Roychowdhury, Sanofi’s oncology senior vice president, said.

The clinical trial results will be presented at the 2010 American Society of Clinical Oncology (ASCO) on June 6."	Sanofi prostate cancer drug shows 28 percent survival	2010-05-27 00:00:00	http://www.Reuters.com/article/idUSTRE64Q1GY20100527	http://www.Reuters.com/article/idUSTRE64Q1GY20100527	
You are using an older browser version. Please use a supported version for the best MSN experience.	Outlook, Office, Skype, Bing, Breaking News, and Latest Videos	2010-05-28 00:00:00	http://bodyodd.MSNBC.msn.com/_news/2010/05/28/4385620-trigger-happy-a-new-spray-aims-to-delay-amorous-men	http://bodyodd.MSNBC.msn.com/_news/2010/05/28/4385620-trigger-happy-a-new-spray-aims-to-delay-amorous-men	
"NEW YORK (Reuters) - An insomnia drug being developed by Merck & Co was significantly better at improving sleep than a placebo in a mid-stage study, according to data presented on Wednesday.

The drug, MK-4305, helped patients sleep for a larger percentage of eight hours spent in bed at one night and at the end of four weeks of treatment, Merck said.

The drug also demonstrated superiority to placebo in the time it took to fall asleep and time spent awake after initially falling asleep, Merck said.

MK-4305 belongs to a new class of sleep drugs that inhibits production of orexins in the brain, blocking stimulation of the brain’s arousal system. Orexin is a neuropeptide that is believed to play a key role in regulation of the brain’s sleep/wake process.

The 254-patient study tested MK-4305 at 10 milligrams, 20 mg, 40 mg, and 80 mg against a placebo. The findings were presented at Associated Professional Sleep Societies meeting in San Antonio, Texas.

In the one-night measure, patients who took the highest dose of the Merck drug slept 12.2 percent more of the eight hours than those who got a placebo. The improvement was 11.6 percent at 40 mg, 6.6 percent at 20 mg and 6.2 percent at the lowest dose.

After four weeks, when there tends to be some improvement in the placebo patients, 80 mg patients slept 7.7 percent more, while those who got the 40 mg dose slept 7.9 percent more. At 20 mg the difference was 10.4 percent and at 10 mg, 4.7 percent.

Merck said it has begun separate larger Phase III studies of MK-4305 in elderly and non-elderly insomnia patients and expects to seek approval of the drug in 2012.

The company said it is testing only the 40 mg and 20 mg doses in the Phase III study among younger patients and 30 mg and 15 mg doses in the late stage trial of elderly patients.

“Forty milligrams looked like best dose on efficacy and tolerability,” said David Michelson, Merck’s vice president for neuroscience clinical research. He said the 80 mg dose was likely more than most people need.

People with insomnia may have one or more sleep problems, including difficulty falling asleep, trouble staying asleep and difficulty getting back to sleep after waking in the night.

Patients who took the 40 mg dose in the trial spent 33 fewer minutes awake after falling asleep than the placebo group at one night and averaged 32 fewer minutes awake at the end of week four.

On average, it took patients 21.6 fewer minutes to fall asleep with the 40 mg dose of MK-4305 than a placebo on night one, Merck said.

There were no reports of serious adverse side effects. The most common side effects included upper respiratory tract infection, urinary tract infection, dizziness, drowsiness on waking, headache and vivid dreams.

“We are encouraged by these Phase II results showing positive effects of MK-4305 in patients with primary insomnia,” Michelson said in a statement."	Merck drug improves sleep in insomnia study	2010-06-09 00:00:00	http://www.Reuters.com/article/idUSTRE6580QA20100609	http://www.Reuters.com/article/idUSTRE6580QA20100609	
"They are part of a new wave of smart implantable devices that is transforming the care of people with heart disease and creating a bonanza for researchers. The hope is that the devices, now being tested in clinical trials, will save lives, reduce medical expenses and nudge heart patients toward managing their symptoms much the way people with diabetes manage theirs. Patients, who often are frail or live far from their doctors, can be spared frequent office visits. Doctors can learn immediately if devices are malfunctioning or if patients’ hearts are starting to fail.

“It’s like having an office visit every day and a complete physical every week,” said Dr. Leslie Saxon, a cardiologist at the University of Southern California.

The big leap forward came a few years ago when device companies figured out how to make transmitters that send data over a broader range, 20 or 30 feet. That meant that, with her device, Mrs. Elzo did not have to wait till her doctor could put a receiver directly on her chest. Instead, she simply went near a small box, which is attached to a phone jack near her bed. Once a week, she also measures her weight and blood pressure — key indicators of heart failure — and that information is automatically transmitted to her doctor. If there are problems, the machine alerts her doctor.

“Now, every single day the device is being queried,” said her doctor, James Coman of the Heart Rhythm Institute in Tulsa. “It’s just a phenomenal tool.”

There is a downside, though: “Information overload is a very serious problem” for the doctors, said Dr. Lynne Warner Stevenson, director of the Heart Failure Program at Brigham and Women’s Hospital in Boston and a professor at Harvard Medical School, who counts herself as a proponent of smart devices. More information, she warned, is not always beneficial.

The devices transmit useful data along with data whose significance is not clear, like variations in heart rate. Large swings in heart rate can indicate risk, but it is not clear what to do about them.

Even more confusing are changes in thoracic impedance, a measurement of resistance to electric current through the lung. Impedance changes can predict future heart crises, but more often have no clinical explanation. Yet when doctors get data on impedance changes, they often feel uneasy and call patients to see how they are, making patients uneasy in turn, Dr. Stevenson said.

Advertisement Continue reading the main story

Dr. Stevenson likened such information to the game of “Jeopardy!” — doctors are given answers in search of a question. It’s a challenge even for the nation’s 1,000 heart failure specialists. But it can be even harder for primary care doctors, who have less expertise in heart failure yet care for most of the six million patients in the country with the condition.

Dr. Richard Page, president of the Heart Rhythm Society, said doctors wonder if they can be held liable if they do not look at all the data. Still, he said, the new technology “is potentially transformative.”

For researchers the information deluge leads to a different problem: how to analyze the data. A large clinical trial of a cardiac device used to involve 1,000, maybe 2,000 patients. Now, Boston Scientific, a maker of one of the smart heart devices, is following 400,000 patients.

“No one has ever done research like this before,” said Dr. Saxon, who leads an independent team of academic scientists overseeing Boston Scientific research. The company has no editorial control over the papers the scientists write, Dr. Saxon said.

Boston Scientific gets data from patients’ defibrillators. It also gets information on deaths from Medicare.

The data are stripped of patient identifiers and analyzed, a task requiring the company to become more like a Google or a Microsoft, handling enormous amounts of information. There are, for example, more than four million recordings of weights and blood pressures and over 60,000 instances when the defibrillators went off, shocking a patient’s heart.

So far, Dr. Saxon’s group has reported on the first 90,000 patients. Half of them had not been enrolled for remote monitoring and served as a control group.

Photo

Patients whose doctors looked at the data survived 5 to 15 percent longer than patients in earlier clinical trials of the devices, Dr. Saxon reported. And, in a paper under review, the group reports that their three-year survival was significantly greater than that of patients in the study whose doctors did not see the data.

Advertisement Continue reading the main story

Other researchers will be analyzing economic data. The devices can cost as much as $30,000. Do patients with defibrillators make up for some of that expense with fewer hospitalizations or doctor visits?

A study using a similar device, made by Medtronic, suggests that is the case. The Medtronic study, directed by Dr. George Crossley, president of St Thomas Heart at Baptist Hospital in Nashville, involved 2,000 patients randomly assigned to receive a defibrillator that transmitted data or a device that did not transmit. Those with the nontransmitting device were seen in their doctor’s offices every few months, the standard of care.

Newsletter Sign Up Continue reading the main story Please verify you're not a robot by clicking the box. Invalid email address. Please re-enter. You must select a newsletter to subscribe to. Sign Up You will receive emails containing news content , updates and promotions from The New York Times. You may opt-out at any time. You agree to receive occasional updates and special offers for The New York Times's products and services. Thank you for subscribing. An error has occurred. Please try again later. View all New York Times newsletters.

Patients whose devices transmitted spent less time, on average, in the hospital when they were admitted — 3.3 days compared with 4 days — and their hospital costs were $1,600 less per admission.

“The plausible reason, we think, is that we got to these people much sooner in the course of their illness,” Dr. Crossley said. “We think we did not let the people in the remote sensing group get into heart failure.”

Still, the information overload problem looms. One solution, being tested by St. Jude Medical, a medical device company in St. Paul, is to let patients deal with important data.

The idea, said Dr. Neal Eigler, a senior vice president at St. Jude, is to get heart patients to adjust their medications regularly based on readings of their heart’s functioning, just as patients with diabetes adjust their insulin based on blood glucose readings.

Patients hold a small device over their chest twice a day, and if they experience symptoms like shortness of breath. It transmits readings of blood pressure in the left atrium — the upper left chamber of the heart. If pressure in that chamber gets too high, the lungs can fill with fluid.

Doctors preprogram the hand-held device to provide instructions to patients in response to their left atrial pressure measurements, telling them, for example, to take a different dose of a medication, restrict fluid intake, increase their activity level or call the clinic.

If successful, the smart device could have a big effect. One million patients a year are hospitalized for heart failure. Ninety percent of the time it is because fluid has accumulated in their lungs.

Advertisement Continue reading the main story

Dr. Stevenson, who has no connection with St. Jude, is intrigued. Patients can see what is happening to their own bodies and act accordingly. They have to strictly limit salt in their diet, for example, and seeing their left atrial pressure might be motivating.

“A patient might say, ‘Maybe my pressure is higher because that pizza I had for dinner last night had a lot of salt,’ ” Dr. Stevenson said.

As a more positive incentive, the device can also instruct patients to decrease their medications if they are doing well.

St. Jude recently completed a small study of 40 patients and is starting a large clinical trial. In the pilot study, the device reduced the frequency of high atrial pressure readings by two-thirds and the number of hospitalizations by 80 percent over five months.

Meanwhile, patients whose doctors can deal with the data stream from smart devices say they are getting peace of mind.

They include people like Danielle Denlein, who, to her total shock, developed a serious heart problem.On October 20, 2008, at 1:50 p.m., Ms. Denlein was driving to a drug store to buy formula for her 5-day-old baby girl. Suddenly, she felt a pain in her chest. She thought it was heartburn. Then it began radiating down her arm.

“I just knew — I don’t know how I knew, but I knew — I was having a heart attack,” she said.

Although she was only 35, her main coronary artery had ripped open, a rare complication associated with pregnancy.

Advertisement Continue reading the main story

Ms. Denlein now relies on her smart defibrillator to save her from her injured heart, and to alert her doctor, Dr. Saxon, to problems if they occur.

“It’s life changing,” Ms. Denlein said. “It gives me such a feeling of comfort.”

Mrs. Elzo feels the same way.

Had her device not alerted her doctor that it needed to be replaced, she said, “I shudder to think what would have happened.”"	New Devices to Help Heart Patients	2010-06-22 00:00:00	http://www.nytimes.com/2010/06/22/health/22heart.html?ref=health	http://www.nytimes.com/2010/06/22/health/22heart.html?ref=health	
"June 22, 2010 -- Drinking lots of coffee probably isn't entirely good for you, but it does lower your risk of mouth and throat cancer.

That's probably not what University of Milan researchers Carlotta Galeone, ScD, PhD, and colleagues thought they'd find when they analyzed nine studies comparing 5,139 people with head and neck cancer to 9,028 people without cancer.

But the numbers came out this way: People who drink more than four cups of coffee each day have 39% lower odds of getting mouth or throat cancer, compared to people who don't drink coffee. The protection was seen for oral and pharyngeal cancer, but not for cancer of the larynx.

Drinking less than five cups of coffee a day had a smaller but statistically significant protective effect: about 4% lower odds of mouth and throat cancer for each cup drunk daily.

Was it the caffeine? Probably not. Though there weren't enough data on decaf drinkers to draw conclusions, drinking tea -- even massive quantities -- was not protective.

Galeone and colleagues note that coffee contains more than a thousand chemicals. Some, such as cafestol and kahweol, have anti-cancer properties. But whether these substances actually protect against cancer in humans is a question for future studies.

Most head and neck cancers are linked to alcohol consumption and to smoking. Interestingly, the protective effect of coffee was not diminished in drinkers and smokers. Nor was the effect boosted by consumption of fruits and vegetables, also shown to protect against head and neck cancers.

Galeone and colleagues report their findings in the July issue of Cancer Epidemiology, Biomarkers, & Prevention."	Lots of Coffee Lowers Oral Cancer Risk	2010-06-22 00:00:00	http://www.WebMD.com/cancer/news/20100622/lots-of-coffee-lowers-oral-cancer-risk	http://www.WebMD.com/cancer/news/20100622/lots-of-coffee-lowers-oral-cancer-risk	
"En Español

By Steven Reinberg

HealthDay Reporter

SUNDAY, June 27, 2010 (HealthDay News) -- New research suggests that artificial pancreas technology can help diabetics gain greater blood sugar control overnight, even when they have eaten a big meal or had wine for dinner.

The promise of this emerging technology is to free diabetics from the need to constantly monitor their blood sugar levels by letting a computer program do the job -- constantly adjusting glucose and insulin levels as needed. Using this technology is still seen as a stopgap, however, while a biological solution to diabetes is sought.

""We have pioneered the development of a closed-loop artificial pancreas because we believe it will significantly impact the lives of individuals with both type 1 and type 2 diabetes, by providing exquisite control of blood sugar,"" Dr. Richard A. Insel, executive vice president for research at the Juvenile Diabetes Research Foundation (JDRF), said during a noon teleconference Saturday.

A symposium on advances in the technology -- co-sponsored by the American Diabetes Association and the JDRF -- is slated for Sunday as part of the American Diabetes Association's annual meeting, in Orlando, Fla.

For people with type 1 diabetes, controlling their blood sugar levels is a full-time job. Too much insulin can cause low blood sugar (hypoglycemia), which can be life-threatening, while too little causes the serious damage of diabetes such as kidney, vision and circulation problems.

""The promise in the near term of these technologies is not only to help us reduce significantly the risk of long-term diabetic complications, but also to reduce the risk of having a catastrophic hypoglycemic event, and further help people with diabetes live easier,"" Aaron Kowalski, research director of the JDRF's Artificial Pancreas Project, said during the teleconference.

""This will help keep people healthy while we drive toward a biological approach, which will take longer,"" he said.

In the first report, Dr. Roman Hovorka, a principal research associate in the department of pediatrics at the University of Cambridge, reported that the technology can significantly improve overnight blood sugar control in adults without the fear of developing hypoglycemia. With the technology, patients maintained their blood sugar levels within the target range for 70 percent of the time, compared to 47 percent of the time among those not using the technology.

Moreover, glucose control was demonstrated in real-life situations such as after a large meal and having a glass of white wine.

""We let them consume about three-quarters of a bottle of wine to simulate what happens after a large meal,"" Hovorka said during Saturday's teleconference. ""What has been shown is that drinking alcohol in the evening causes hypoglycemia early in the morning.""

These results were similar to findings in children where the system extended the amount of time spent at target blood sugar levels, he added. ""We reduced hypoglycemia by half,"" he said.

""Our plan is to move into home studies, which hopefully will happen later on this year,"" Hovorka said.

Meanwhile, Marilyn Ritholz, a senior psychologist at the Joslin Diabetes Center and an assistant professor of psychology at the Harvard Medical School, reported on a study on psychological barriers to continuous blood sugar monitoring.

""So far, studies have not shown which factors predict which factors are associated with successful or unsuccessful continuous glucose monitoring [CGM],"" she said during the teleconference.

Ritholz's team found that people who were better at coping with the frustration of using the device were more successful at keeping their blood sugar under control.

Frustrations included warning alarms and problems at the insertion point of the device. ""We found that the people who did well used a more problem-solving approach and persisted in trying to learn how to use the CGM,"" she said.

People who were not successful used ""emotion-based coping,"" Ritholz said. ""They easily became overwhelmed and they just gave up.""

In addition, successful people had more involvement and support from their spouse or ""significant other,"" she added. All patients felt self-conscious wearing the device, Ritholz noted.

""We know that CGM success or failure is as dependent on the human experience as it is on the perfection of the technology,"" she said.

Speaking at the Saturday teleconference, Dr. William Tamborlane, chief of pediatric endocrinology at Yale University School of Medicine and co-chair of the Juvenile Diabetes Research Foundation's Continuous Glucose Monitoring Group, said the system only works if worn almost every day.

Studies have shown that children and adults over 25 who used CGM were able to reduce their blood sugar levels. However, teenagers did not see a benefit, probably because they were less likely to wear the device, Tamborlane said.

People who used the device more than six days per week saw improvement, regardless of age, he added.

To get more people to use CGM, ""the industry needs to come up with better systems and better devices,"" he said.

Artificial pancreas technology combines CGM with an insulin pump and a sophisticated computer program that controls when and how much insulin to deliver.

The device delivers two hormones that are deficient in type 1 diabetes -- insulin, which keeps blood sugar levels from going too high after a meal, and glucagon, a naturally occurring hormone that prevents blood sugar levels from dropping too low.

However, the complicated computer algorithm for the pump system is still being developed.

More information

For more information on type 1 diabetes, visit the American Diabetes Association."	Artificial Pancreas Continues to Show Promise	2010-06-27 00:00:00	http://consumer.Healthday.com/Article.asp?AID=640578	http://consumer.Healthday.com/Article.asp?AID=640578	
"LONDON (Reuters) - Iranian scientists say they have developed a way of using a simple blood test to predict accurately when women will reach the menopause, offering the chance for women to plan for family and career far in advance.

The test, which measures levels of a hormone produced by cells in the ovaries, was able to predict the age at which women reached menopause to within an average of 4 months, according to data to be presented at the conference of the European Society of Human Reproduction and Embryology in Rome on Monday.

“The results ... could enable us to make a more realistic assessment of women’s reproductive status many years before they reach menopause,” said Ramezani Tehrani of the Shahid Beheshti University of Medical Sciences in Tehran, who led the study.

Experts commenting on the work agreed it was promising, but said its findings would need to be confirmed in larger trials.

“The possibility of an accurate predictor for menopause is very exciting. People have been looking for something like this for years,” said Dagan Wells of the Nuffield Department of Obstetrics and Gynaecology at Oxford University.

The average age for menopause is 51, with ovulation in most women ending sometime between age 40 and 60. But it can happen later or earlier, making it difficult for women who want to develop a career before having babies to know how long to wait.

Tehrani’s team took blood samples from 266 women aged between 20 and 49 who were also taking part in another study called the Tehran Lipid and Glucose Study, which started in 1998.

They then measured concentrations of a hormone called the anti-Mullerian Hormone (AMH) that is produced by cells in women’s ovaries. AMH controls the development of follicles in the ovaries from which eggs develop, and the scientists suspected it might be useful for judging ovarian function.

STATISTICAL MODEL

The researchers took two more blood samples at three yearly intervals and also collected information on the women’s socioeconomic background and reproductive history.

“We developed a statistical model for estimating the age at menopause from a single measurement of AMH concentration,” Tehrani explained in a report on the study. “Using this model, we estimated mean average ages at menopause for women at different time points in their reproductive life span.”

Tehrani said the results showed “a good level of agreement” between predicted and actual age at menopause for the 63 women in the group who reached menopause during the study.

The average difference between the predicted age and the women’s actual age at menopause was a third of a year, and the maximum margin of error was three to four years.

Wells said Tehrani’s team appeared to have hit upon a “fairly accurate algorithm” for predicting menopause.

But said it would be important to see if the method could also help predict the time when fertility effectively ends.

“A woman may cease monthly ovulation and experience menopause at 50, but she will probably have been effectively infertile for several years prior to this,” he said. “It will be important to let patients know that fertility will have declined greatly in the years preceding the final ovulation.”"	Scientists find way to predict timing of menopause	2010-06-27 00:00:00	http://www.Reuters.com/article/idUSTRE65Q0XW20100627	http://www.Reuters.com/article/idUSTRE65Q0XW20100627	
"June 28, 2010 -- Cholesterol-lowering statin drugs appear to reduce the risk for prostate cancer recurrence in patients who have had a surgical procedure called radical prostatectomy.

In a new study from Duke University Medical Center, men who took statins for their hearts were 30% less likely to have their cancers come back after their prostates were removed than men who did not take the drugs.

Those who took the highest doses saw their recurrence risk drop by half.

The research does not prove that taking cholesterol-lowering drugs directly slows the growth and progression of prostate cancer. But the fact that the fewest recurrences were seen in men who took the highest statin doses is compelling, says senior investigator Stephen J. Freedland, MD, of the Duke Prostate Center.

“Statin users may see their doctors more often and may be more health conscious in general, and it has been suggested that this could explain the observed reduction in risk,” Freedland tells WebMD. “If this is the case, dosage shouldn’t matter. But that is not what we found.”"	Statins May Protect Prostate Cancer Patients	2010-06-28 00:00:00	http://www.WebMD.com/prostate-cancer/news/20100628/statins-may-protect-prostate-cancer-patients	http://www.WebMD.com/prostate-cancer/news/20100628/statins-may-protect-prostate-cancer-patients	
